,Age,Attrition,Department,EducationField,Gender,EmployeeCount,YearsAtCompany,JobRole,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
567,29,No,Sales,Other,Female,1,10,Healthcare Representative,2.0,4.0,2.0,1,4
568,38,No,Research & Development,Medical,Female,1,7,Human Resources,3.0,3.0,4.0,2,3
569,28,No,Sales,Life Sciences,Male,1,3,Manager,3.0,3.0,3.0,3,3
570,18,Yes,Research & Development,Medical,Male,1,0,Laboratory Technician,3.0,3.0,3.0,4,3
571,33,Yes,Research & Development,Life Sciences,Male,1,5,Sales Executive,1.0,1.0,3.0,2,3
572,41,No,Research & Development,Medical,Male,1,1,Research Scientist,2.0,4.0,3.0,3,3
573,31,Yes,Sales,Technical Degree,Female,1,2,Research Director,3.0,3.0,2.0,4,3
574,37,No,Research & Development,Life Sciences,Male,1,6,Manufacturing Director,3.0,4.0,3.0,3,3
575,27,No,Research & Development,Medical,Female,1,4,Healthcare Representative,4.0,3.0,3.0,3,3
576,34,No,Sales,Marketing,Female,1,6,Laboratory Technician,2.0,3.0,2.0,3,3
577,35,No,Research & Development,Life Sciences,Female,1,5,Laboratory Technician,3.0,3.0,1.0,2,3
578,29,Yes,Research & Development,Life Sciences,Male,1,11,Sales Executive,4.0,1.0,1.0,1,3
579,40,No,Research & Development,Medical,Male,1,18,Human Resources,2.0,3.0,2.0,1,3
580,42,Yes,Sales,Life Sciences,Male,1,21,Laboratory Technician,3.0,1.0,2.0,1,3
581,42,No,Research & Development,Life Sciences,Male,1,6,Laboratory Technician,2.0,1.0,4.0,2,4
582,35,No,Research & Development,Medical,Male,1,8,Healthcare Representative,4.0,3.0,3.0,3,4
583,24,No,Sales,Life Sciences,Female,1,4,Laboratory Technician,4.0,2.0,3.0,3,3
584,28,Yes,Research & Development,Life Sciences,Male,1,1,Sales Executive,3.0,4.0,2.0,1,3
585,26,No,Research & Development,Life Sciences,Male,1,8,Sales Representative,1.0,4.0,3.0,3,4
586,30,No,Research & Development,Life Sciences,Female,1,10,Manufacturing Director,3.0,0.0,3.0,3,3
587,40,No,Research & Development,Life Sciences,Male,1,1,Research Scientist,3.0,4.0,1.0,3,4
588,35,No,Research & Development,Medical,Female,1,7,Research Scientist,3.0,2.0,4.0,3,3
589,34,No,Research & Development,Life Sciences,Male,1,13,Research Director,4.0,1.0,3.0,3,3
590,35,No,Research & Development,Medical,Female,1,2,Laboratory Technician,4.0,4.0,4.0,3,3
591,43,Yes,Sales,Marketing,Female,1,4,Research Scientist,1.0,3.0,2.0,3,3
592,32,No,Research & Development,Other,Female,1,1,Research Scientist,3.0,1.0,3.0,2,3
593,56,No,Research & Development,Other,Male,1,5,Healthcare Representative,4.0,1.0,3.0,1,3
594,29,No,Research & Development,Life Sciences,Male,1,10,Laboratory Technician,2.0,4.0,3.0,3,4
595,19,No,Research & Development,Life Sciences,Male,1,1,Laboratory Technician,3.0,1.0,3.0,3,3
596,45,No,Research & Development,Life Sciences,Female,1,3,Sales Representative,1.0,3.0,2.0,3,3
597,37,No,Research & Development,Life Sciences,Male,1,14,Research Scientist,4.0,4.0,2.0,1,3
598,20,No,Research & Development,Medical,Male,1,2,Research Director,1.0,3.0,2.0,3,3
599,44,Yes,Human Resources,Human Resources,Male,1,6,Sales Executive,3.0,3.0,3.0,1,3
600,53,No,Research & Development,Life Sciences,Male,1,7,Research Director,4.0,3.0,3.0,2,3
601,29,No,Research & Development,Medical,Male,1,5,Sales Executive,2.0,4.0,2.0,3,3
602,22,Yes,Research & Development,Medical,Male,1,0,Sales Representative,3.0,4.0,3.0,2,4
603,46,No,Research & Development,Life Sciences,Male,1,26,Research Scientist,3.0,1.0,3.0,3,3
604,44,No,Research & Development,Life Sciences,Male,1,0,Sales Representative,4.0,3.0,3.0,3,3
605,33,No,Research & Development,Life Sciences,Female,1,5,Manager,2.0,3.0,3.0,1,3
606,41,Yes,Research & Development,Life Sciences,Male,1,1,Sales Representative,1.0,1.0,1.0,4,3
607,30,No,Sales,Marketing,Male,1,4,Sales Executive,3.0,1.0,3.0,2,3
608,40,No,Sales,Medical,Male,1,0,Manufacturing Director,2.0,2.0,3.0,4,3
609,50,No,Research & Development,Life Sciences,Female,1,2,Healthcare Representative,4.0,1.0,0.0,3,4
610,28,No,Research & Development,Technical Degree,Male,1,6,Research Scientist,4.0,1.0,3.0,3,3
611,46,No,Research & Development,Other,Male,1,4,Manager,4.0,2.0,3.0,3,4
612,35,No,Sales,Marketing,Male,1,7,Laboratory Technician,3.0,1.0,3.0,2,4
613,24,Yes,Human Resources,Human Resources,Male,1,1,Manufacturing Director,4.0,2.0,1.0,3,3
614,33,No,Research & Development,Medical,Female,1,10,Sales Executive,2.0,3.0,2.0,2,3
615,36,No,Research & Development,Medical,Male,1,7,Sales Executive,3.0,3.0,3.0,4,3
616,30,No,Sales,Marketing,Male,1,10,Sales Executive,3.0,3.0,2.0,3,3
617,44,No,Research & Development,Medical,Male,1,20,Research Scientist,4.0,4.0,3.0,1,3
618,20,No,Research & Development,Medical,Male,1,2,Human Resources,3.0,4.0,3.0,2,3
619,46,No,Sales,Medical,Female,1,6,Sales Executive,4.0,4.0,2.0,3,4
620,42,No,Research & Development,Medical,Male,1,4,Sales Executive,4.0,1.0,4.0,2,3
621,60,No,Sales,Life Sciences,Male,1,11,Sales Executive,2.0,4.0,3.0,3,3
622,32,No,Sales,Life Sciences,Female,1,2,Sales Executive,3.0,2.0,3.0,3,3
623,32,No,Research & Development,Life Sciences,Female,1,8,Research Scientist,4.0,3.0,3.0,3,3
624,36,No,Sales,Marketing,Male,1,7,Healthcare Representative,3.0,1.0,3.0,2,3
625,33,No,Sales,Marketing,Male,1,14,Research Scientist,1.0,4.0,3.0,3,3
626,40,No,Research & Development,Medical,Female,1,5,Research Scientist,2.0,2.0,4.0,1,3
627,25,No,Research & Development,Medical,Female,1,4,Laboratory Technician,3.0,4.0,3.0,3,4
628,30,No,Sales,Marketing,Female,1,11,Research Scientist,4.0,2.0,3.0,2,3
629,42,No,Human Resources,Medical,Male,1,1,Sales Executive,1.0,1.0,3.0,3,3
630,35,No,Research & Development,Life Sciences,Male,1,13,Sales Executive,3.0,4.0,2.0,2,4
631,27,No,Research & Development,Life Sciences,Male,1,9,Manufacturing Director,1.0,1.0,2.0,3,4
632,54,No,Research & Development,Medical,Male,1,5,Sales Representative,4.0,3.0,1.0,2,3
633,44,No,Human Resources,Life Sciences,Male,1,10,Laboratory Technician,1.0,4.0,3.0,3,4
634,19,Yes,Sales,Other,Male,1,1,Healthcare Representative,1.0,2.0,4.0,3,3
635,29,No,Research & Development,Life Sciences,Male,1,3,Manufacturing Director,1.0,4.0,3.0,3,4
636,54,No,Research & Development,Life Sciences,Male,1,10,Sales Executive,4.0,4.0,3.0,3,3
637,31,No,Research & Development,Life Sciences,Male,1,6,Laboratory Technician,3.0,1.0,2.0,3,3
638,31,No,Sales,Marketing,Female,1,10,Sales Executive,3.0,1.0,3.0,4,3
639,59,No,Research & Development,Technical Degree,Male,1,6,Research Scientist,3.0,4.0,3.0,3,3
640,43,No,Research & Development,Life Sciences,Male,1,8,Laboratory Technician,3.0,4.0,3.0,3,3
641,49,No,Sales,Life Sciences,Male,1,1,Research Scientist,1.0,3.0,4.0,2,3
642,36,No,Sales,Marketing,Female,1,11,Laboratory Technician,3.0,2.0,2.0,3,3
643,48,No,Research & Development,Life Sciences,Female,1,1,Laboratory Technician,4.0,2.0,2.0,4,3
644,27,No,Research & Development,Life Sciences,Male,1,5,Laboratory Technician,1.0,3.0,3.0,3,3
645,29,No,Sales,Medical,Male,1,6,Laboratory Technician,3.0,4.0,3.0,3,3
646,48,No,Sales,Marketing,Male,1,1,Manufacturing Director,4.0,4.0,4.0,3,3
647,29,No,Research & Development,Technical Degree,Female,1,7,Healthcare Representative,4.0,4.0,2.0,3,3
648,34,No,Sales,Medical,Female,1,1,Laboratory Technician,3.0,3.0,2.0,3,3
649,44,No,Research & Development,Life Sciences,Female,1,22,Laboratory Technician,2.0,2.0,3.0,3,3
650,33,No,Research & Development,Life Sciences,Female,1,9,Research Scientist,4.0,3.0,3.0,4,3
651,19,No,Sales,Marketing,Male,1,1,Laboratory Technician,2.0,4.0,3.0,3,4
652,23,No,Sales,Medical,Male,1,1,Laboratory Technician,4.0,3.0,3.0,3,3
653,25,Yes,Research & Development,Life Sciences,Male,1,1,Manufacturing Director,3.0,4.0,3.0,3,3
654,26,No,Human Resources,Life Sciences,Male,1,8,Research Scientist,3.0,4.0,2.0,3,3
655,45,Yes,Human Resources,Human Resources,Male,1,24,Laboratory Technician,1.0,2.0,3.0,3,3
656,55,No,Research & Development,Life Sciences,Female,1,33,Manager,4.0,2.0,3.0,4,4
657,21,Yes,Research & Development,Medical,Female,1,2,Research Scientist,1.0,3.0,1.0,3,3
658,46,No,Research & Development,Life Sciences,Male,1,11,Manufacturing Director,4.0,2.0,3.0,1,3
659,34,No,Sales,Medical,Male,1,3,Sales Representative,3.0,1.0,3.0,2,3
660,51,No,Research & Development,Life Sciences,Male,1,29,Research Director,4.0,2.0,2.0,3,3
661,59,No,Research & Development,Life Sciences,Male,1,9,Research Scientist,4.0,4.0,2.0,3,4
662,34,No,Sales,Medical,Female,1,11,Research Scientist,3.0,2.0,4.0,3,3
663,28,No,Research & Development,Other,Female,1,4,Manager,4.0,3.0,2.0,3,3
664,44,No,Research & Development,Life Sciences,Male,1,25,Research Scientist,3.0,1.0,2.0,1,3
665,34,No,Sales,Life Sciences,Male,1,10,Sales Executive,3.0,2.0,4.0,3,3
666,35,No,Research & Development,Life Sciences,Male,1,3,Healthcare Representative,3.0,3.0,3.0,3,3
667,42,No,Research & Development,Life Sciences,Female,1,1,Manager,2.0,2.0,3.0,3,3
668,43,No,Research & Development,Medical,Female,1,21,Laboratory Technician,4.0,4.0,4.0,4,3
669,36,No,Research & Development,Medical,Male,1,16,Healthcare Representative,3.0,2.0,3.0,2,4
670,44,Yes,Research & Development,Life Sciences,Female,1,10,Laboratory Technician,1.0,4.0,3.0,3,3
671,28,No,Research & Development,Life Sciences,Female,1,2,Sales Representative,4.0,4.0,3.0,3,3
672,51,No,Sales,Medical,Male,1,7,Research Scientist,2.0,3.0,2.0,3,3
673,30,No,Research & Development,Other,Male,1,8,Research Scientist,3.0,3.0,3.0,3,3
674,29,Yes,Research & Development,Technical Degree,Female,1,7,Sales Representative,2.0,3.0,3.0,3,3
675,28,No,Sales,Life Sciences,Female,1,3,Sales Representative,4.0,1.0,2.0,3,3
676,25,No,Research & Development,Life Sciences,Male,1,2,Research Scientist,4.0,2.0,2.0,3,4
677,32,No,Research & Development,Other,Female,1,10,Sales Executive,3.0,4.0,4.0,3,3
678,45,No,Research & Development,Medical,Male,1,0,Laboratory Technician,0.0,2.0,3.0,3,3
679,39,No,Sales,Marketing,Female,1,19,Laboratory Technician,3.0,2.0,3.0,3,3
680,58,No,Research & Development,Other,Male,1,2,Laboratory Technician,1.0,3.0,3.0,1,3
681,32,Yes,Research & Development,Technical Degree,Female,1,10,Sales Executive,4.0,3.0,3.0,3,3
682,39,Yes,Research & Development,Life Sciences,Male,1,5,Laboratory Technician,3.0,1.0,3.0,2,4
683,30,No,Sales,Marketing,Male,1,9,Research Director,1.0,4.0,3.0,4,3
684,36,No,Sales,Marketing,Male,1,7,Sales Executive,4.0,3.0,3.0,2,3
685,46,No,Sales,Medical,Male,1,7,Research Scientist,4.0,1.0,4.0,2,3
686,28,No,Research & Development,Medical,Male,1,9,Sales Executive,3.0,4.0,3.0,2,3
687,50,No,Research & Development,Medical,Female,1,3,Laboratory Technician,4.0,1.0,3.0,2,4
688,40,Yes,Sales,Other,Male,1,5,Laboratory Technician,4.0,2.0,3.0,2,3
689,52,Yes,Research & Development,Technical Degree,Male,1,8,Laboratory Technician,2.0,2.0,2.0,3,3
690,30,No,Research & Development,Medical,Female,1,9,Sales Executive,2.0,1.0,3.0,2,3
691,39,No,Research & Development,Medical,Male,1,8,Healthcare Representative,1.0,3.0,3.0,3,3
692,31,No,Research & Development,Medical,Male,1,10,Sales Executive,4.0,3.0,2.0,2,3
693,41,No,Sales,Life Sciences,Female,1,19,Research Director,3.0,2.0,3.0,3,3
694,31,Yes,Research & Development,Life Sciences,Male,1,3,Sales Executive,4.0,2.0,4.0,3,3
695,44,Yes,Sales,Life Sciences,Male,1,3,Laboratory Technician,1.0,1.0,4.0,3,3
696,42,No,Research & Development,Life Sciences,Male,1,20,Laboratory Technician,3.0,3.0,2.0,2,3
697,55,No,Sales,Technical Degree,Male,1,19,Manufacturing Director,4.0,3.0,3.0,3,3
698,56,No,Sales,Medical,Female,1,7,Manufacturing Director,4.0,2.0,3.0,3,3
699,40,No,Research & Development,Life Sciences,Male,1,4,Laboratory Technician,3.0,3.0,3.0,3,3
700,34,No,Research & Development,Technical Degree,Male,1,9,Research Director,4.0,4.0,2.0,3,4
701,40,No,Sales,Medical,Male,1,9,Sales Executive,3.0,4.0,3.0,2,3
702,41,No,Sales,Other,Female,1,9,Healthcare Representative,3.0,1.0,3.0,2,3
703,35,No,Sales,Technical Degree,Male,1,9,Manager,3.0,3.0,3.0,2,3
704,51,No,Sales,Life Sciences,Male,1,33,Manufacturing Director,3.0,2.0,3.0,3,3
705,38,No,Sales,Life Sciences,Female,1,7,Research Scientist,2.0,1.0,3.0,2,3
706,34,No,Sales,Life Sciences,Male,1,10,Research Scientist,3.0,1.0,4.0,4,3
707,25,No,Research & Development,Medical,Female,1,3,Research Scientist,4.0,4.0,2.0,3,3
708,58,Yes,Sales,Technical Degree,Male,1,10,Sales Executive,3.0,1.0,2.0,4,3
709,40,No,Research & Development,Medical,Female,1,4,Research Scientist,2.0,2.0,3.0,1,4
710,36,No,Sales,Life Sciences,Male,1,15,Research Scientist,1.0,1.0,2.0,3,3
711,48,No,Research & Development,Life Sciences,Male,1,10,Research Scientist,4.0,4.0,3.0,2,4
712,27,No,Research & Development,Life Sciences,Female,1,1,Laboratory Technician,3.0,4.0,3.0,3,3
713,51,No,Research & Development,Medical,Female,1,5,Manufacturing Director,4.0,2.0,2.0,3,3
714,18,No,Research & Development,Medical,Male,1,0,Sales Executive,4.0,4.0,4.0,3,4
715,35,No,Research & Development,Other,Female,1,9,Research Director,4.0,4.0,3.0,2,3
716,27,No,Research & Development,Medical,Female,1,6,Research Director,4.0,4.0,3.0,4,3
717,55,Yes,Research & Development,Technical Degree,Male,1,19,Human Resources,1.0,3.0,2.0,4,3
718,56,No,Research & Development,Life Sciences,Male,1,19,Laboratory Technician,4.0,2.0,3.0,3,3
719,34,No,Sales,Life Sciences,Male,1,5,Research Scientist,1.0,3.0,3.0,3,3
720,40,No,Research & Development,Life Sciences,Male,1,12,Sales Executive,2.0,3.0,3.0,2,3
721,34,No,Research & Development,Life Sciences,Male,1,8,Research Scientist,2.0,3.0,3.0,4,3
722,31,Yes,Research & Development,Medical,Female,1,1,Manufacturing Director,3.0,4.0,4.0,1,3
723,35,Yes,Research & Development,Medical,Male,1,4,Manufacturing Director,4.0,3.0,2.0,3,3
724,38,No,Research & Development,Medical,Female,1,4,Sales Representative,4.0,3.0,3.0,2,3
725,34,No,Research & Development,Other,Female,1,14,Laboratory Technician,3.0,4.0,4.0,3,4
726,28,No,Research & Development,Life Sciences,Female,1,5,Healthcare Representative,3.0,1.0,3.0,3,3
727,31,Yes,Research & Development,Life Sciences,Male,1,10,Sales Executive,4.0,3.0,2.0,2,3
728,39,No,Research & Development,Technical Degree,Female,1,5,Healthcare Representative,1.0,4.0,4.0,3,3
729,51,No,Research & Development,Medical,Male,1,4,Sales Executive,2.0,2.0,3.0,2,3
730,41,No,Research & Development,Life Sciences,Male,1,6,Sales Executive,4.0,4.0,2.0,3,3
731,37,No,Research & Development,Medical,Female,1,6,Healthcare Representative,3.0,3.0,3.0,4,3
732,33,No,Research & Development,Medical,Female,1,5,Sales Executive,2.0,4.0,4.0,3,3
733,32,No,Research & Development,Medical,Male,1,3,Research Director,3.0,2.0,2.0,3,3
734,39,No,Research & Development,Life Sciences,Male,1,6,Sales Executive,3.0,3.0,3.0,3,3
735,25,No,Research & Development,Life Sciences,Male,1,3,Sales Executive,1.0,3.0,0.0,2,3
736,52,No,Research & Development,Life Sciences,Male,1,5,Sales Executive,4.0,3.0,2.0,3,3
737,43,No,Research & Development,Medical,Male,1,20,Laboratory Technician,1.0,3.0,1.0,3,3
738,27,No,Research & Development,Life Sciences,Male,1,6,Human Resources,4.0,4.0,3.0,3,3
739,27,Yes,Research & Development,Life Sciences,Female,1,8,Research Scientist,4.0,3.0,3.0,4,3
740,26,No,Research & Development,Other,Male,1,4,Laboratory Technician,1.0,4.0,3.0,3,4
741,42,No,Sales,Marketing,Female,1,20,Research Scientist,3.0,1.0,3.0,3,3
742,52,No,Research & Development,Life Sciences,Female,1,5,Healthcare Representative,3.0,1.0,1.0,3,3
743,37,No,Research & Development,Life Sciences,Male,1,3,Manager,1.0,3.0,3.0,3,3
744,35,No,Research & Development,Medical,Female,1,2,Research Director,3.0,4.0,3.0,3,3
745,25,No,Research & Development,Medical,Male,1,3,Sales Executive,1.0,4.0,2.0,1,3
746,26,No,Research & Development,Life Sciences,Male,1,7,Research Scientist,3.0,1.0,3.0,2,4
747,29,No,Sales,Life Sciences,Male,1,10,Laboratory Technician,2.0,1.0,2.0,2,3
748,49,Yes,Sales,Medical,Female,1,4,Healthcare Representative,1.0,1.0,3.0,3,3
749,29,Yes,Sales,Marketing,Female,1,8,Laboratory Technician,3.0,4.0,3.0,3,3
750,54,No,Sales,Medical,Female,1,20,Manager,4.0,4.0,2.0,2,3
751,58,No,Sales,Life Sciences,Female,1,9,Laboratory Technician,4.0,1.0,3.0,3,3
752,55,No,Research & Development,Life Sciences,Female,1,7,Research Scientist,2.0,4.0,4.0,3,3
753,36,No,Research & Development,Medical,Male,1,5,Sales Executive,1.0,2.0,3.0,3,3
754,31,Yes,Sales,Life Sciences,Male,1,1,Manager,2.0,3.0,3.0,3,3
755,30,No,Sales,Life Sciences,Male,1,3,Sales Executive,4.0,1.0,3.0,3,3
756,31,No,Research & Development,Medical,Male,1,3,Laboratory Technician,1.0,2.0,4.0,3,3
757,34,No,Sales,Marketing,Female,1,4,Manager,4.0,1.0,3.0,4,3
758,31,Yes,Sales,Technical Degree,Male,1,1,Research Scientist,1.0,2.0,4.0,1,3
759,27,No,Human Resources,Medical,Male,1,5,Sales Executive,2.0,1.0,4.0,3,3
760,36,No,Sales,Marketing,Male,1,10,Research Scientist,1.0,4.0,2.0,2,3
761,36,No,Research & Development,Other,Female,1,3,Research Director,3.0,1.0,2.0,3,3
762,47,No,Research & Development,Life Sciences,Female,1,6,Sales Executive,1.0,4.0,2.0,3,3
763,25,Yes,Sales,Life Sciences,Male,1,3,Research Scientist,1.0,1.0,3.0,2,3
764,37,No,Sales,Medical,Male,1,6,Healthcare Representative,3.0,3.0,1.0,3,4
765,56,No,Research & Development,Other,Male,1,3,Sales Representative,1.0,1.0,4.0,3,3
766,47,No,Research & Development,Medical,Male,1,20,Laboratory Technician,1.0,3.0,4.0,3,3
767,24,No,Research & Development,Other,Male,1,5,Manufacturing Director,4.0,3.0,3.0,3,3
768,32,No,Sales,Marketing,Male,1,4,Research Scientist,4.0,4.0,2.0,3,3
769,34,No,Research & Development,Medical,Male,1,5,Sales Executive,4.0,2.0,2.0,3,3
770,41,No,Research & Development,Medical,Female,1,4,Sales Executive,2.0,3.0,2.0,3,3
771,40,No,Sales,Life Sciences,Male,1,8,Sales Executive,3.0,3.0,4.0,2,3
772,31,No,Research & Development,Medical,Male,1,13,Human Resources,1.0,4.0,3.0,3,3
773,46,Yes,Research & Development,Medical,Male,1,7,Manufacturing Director,1.0,4.0,4.0,3,3
774,39,Yes,Research & Development,Medical,Male,1,1,Manufacturing Director,1.0,1.0,4.0,2,3
775,31,Yes,Sales,Medical,Male,1,10,Sales Executive,3.0,2.0,3.0,3,3
776,45,No,Sales,Marketing,Male,1,7,Sales Executive,2.0,1.0,3.0,3,3
777,31,No,Research & Development,Life Sciences,Male,1,3,Human Resources,4.0,2.0,3.0,3,3
778,31,Yes,Research & Development,Life Sciences,Male,1,2,Laboratory Technician,2.0,4.0,1.0,3,4
779,45,No,Research & Development,Life Sciences,Female,1,3,Research Scientist,2.0,4.0,4.0,3,3
780,48,No,Research & Development,Technical Degree,Male,1,2,Research Scientist,3.0,1.0,3.0,3,3
781,34,Yes,Research & Development,Medical,Male,1,2,Research Scientist,1.0,3.0,3.0,3,3
782,40,No,Research & Development,Other,Female,1,9,Sales Executive,4.0,2.0,3.0,2,3
783,28,No,Research & Development,Technical Degree,Female,1,5,Research Scientist,4.0,1.0,3.0,3,3
784,44,No,Research & Development,Life Sciences,Male,1,5,Laboratory Technician,3.0,3.0,3.0,2,3
785,53,No,Research & Development,Technical Degree,Male,1,9,Manager,4.0,2.0,2.0,3,4
786,49,No,Research & Development,Life Sciences,Male,1,3,Laboratory Technician,1.0,3.0,2.0,1,3
787,40,No,Research & Development,Life Sciences,Male,1,3,Laboratory Technician,3.0,3.0,4.0,3,3
788,44,No,Research & Development,Other,Male,1,5,Research Scientist,4.0,2.0,2.0,4,3
789,33,No,Human Resources,Medical,Female,1,4,Sales Executive,4.0,1.0,3.0,3,3
790,34,No,Research & Development,Life Sciences,Female,1,13,Sales Representative,4.0,1.0,3.0,3,3
791,30,No,Sales,Technical Degree,Male,1,2,Laboratory Technician,4.0,3.0,2.0,3,4
792,42,No,Research & Development,Medical,Female,1,12,Sales Executive,1.0,4.0,3.0,3,4
793,44,No,Research & Development,Life Sciences,Female,1,1,Manufacturing Director,1.0,3.0,2.0,3,3
794,30,No,Research & Development,Life Sciences,Male,1,1,Manufacturing Director,3.0,3.0,2.0,3,3
795,57,No,Sales,Life Sciences,Male,1,12,Research Scientist,2.0,3.0,2.0,2,3
796,49,No,Research & Development,Technical Degree,Female,1,8,Sales Executive,3.0,2.0,3.0,3,3
797,34,No,Research & Development,Medical,Female,1,14,Sales Representative,2.0,1.0,2.0,3,4
798,28,Yes,Research & Development,Medical,Male,1,3,Research Scientist,1.0,3.0,4.0,3,4
799,29,Yes,Research & Development,Medical,Female,1,5,Research Scientist,1.0,2.0,1.0,3,3
800,34,Yes,Research & Development,Medical,Male,1,15,Research Scientist,1.0,2.0,4.0,3,3
801,35,No,Sales,Other,Female,1,1,Healthcare Representative,4.0,3.0,3.0,2,3
802,24,Yes,Sales,Life Sciences,Male,1,0,Research Scientist,2.0,1.0,2.0,2,3
803,24,No,Research & Development,Life Sciences,Female,1,1,Manager,4.0,2.0,3.0,1,3
804,44,No,Research & Development,Medical,Female,1,2,Research Scientist,2.0,3.0,2.0,2,4
805,29,No,Sales,Life Sciences,Female,1,10,Sales Executive,3.0,3.0,3.0,3,3
806,30,No,Research & Development,Life Sciences,Male,1,5,Sales Executive,3.0,3.0,4.0,3,3
807,55,No,Sales,Marketing,Male,1,3,Research Scientist,4.0,3.0,3.0,3,3
808,33,No,Research & Development,Life Sciences,Male,1,5,Research Scientist,1.0,2.0,3.0,3,4
809,47,No,Research & Development,Medical,Female,1,5,Sales Representative,3.0,3.0,2.0,2,3
810,28,Yes,Sales,Marketing,Male,1,0,Laboratory Technician,3.0,1.0,2.0,3,3
811,28,No,Sales,Marketing,Male,1,1,Laboratory Technician,1.0,3.0,1.0,2,3
812,28,No,Research & Development,Life Sciences,Female,1,4,Sales Executive,3.0,1.0,3.0,3,3
813,49,No,Research & Development,Life Sciences,Female,1,3,Research Scientist,3.0,1.0,3.0,3,3
814,29,No,Research & Development,Medical,Male,1,3,Research Scientist,4.0,2.0,3.0,1,3
815,28,No,Research & Development,Technical Degree,Male,1,8,Laboratory Technician,3.0,2.0,2.0,2,3
816,33,No,Research & Development,Life Sciences,Female,1,0,Sales Executive,4.0,3.0,3.0,2,3
817,32,No,Research & Development,Life Sciences,Female,1,5,Laboratory Technician,3.0,4.0,4.0,2,4
818,54,No,Sales,Life Sciences,Female,1,14,Research Scientist,2.0,4.0,3.0,2,3
819,29,Yes,Research & Development,Life Sciences,Female,1,9,Research Scientist,1.0,1.0,1.0,3,3
820,44,No,Sales,Marketing,Male,1,20,Sales Representative,4.0,1.0,4.0,2,3
821,39,No,Sales,Technical Degree,Female,1,2,Laboratory Technician,2.0,2.0,3.0,4,3
822,46,No,Research & Development,Life Sciences,Male,1,13,Manufacturing Director,3.0,2.0,4.0,2,3
823,35,No,Research & Development,Life Sciences,Male,1,11,Research Scientist,4.0,2.0,1.0,4,3
824,23,No,Research & Development,Medical,Female,1,4,Manager,1.0,3.0,3.0,2,3
825,40,Yes,Research & Development,Medical,Male,1,5,Research Director,4.0,1.0,1.0,4,3
826,34,No,Human Resources,Human Resources,Male,1,10,Manufacturing Director,4.0,3.0,3.0,3,3
827,31,Yes,Research & Development,Life Sciences,Female,1,7,Healthcare Representative,4.0,3.0,1.0,2,3
828,50,No,Research & Development,Medical,Male,1,32,Manager,3.0,4.0,3.0,2,3
829,34,No,Sales,Marketing,Female,1,11,Research Scientist,2.0,3.0,3.0,3,3
830,42,No,Research & Development,Life Sciences,Female,1,1,Manufacturing Director,3.0,2.0,3.0,3,3
831,37,No,Research & Development,Medical,Male,1,10,Research Scientist,1.0,4.0,3.0,3,3
832,29,No,Research & Development,Medical,Female,1,7,Manager,3.0,1.0,3.0,4,3
833,33,No,Research & Development,Life Sciences,Male,1,5,Research Scientist,4.0,2.0,3.0,3,3
834,45,No,Sales,Life Sciences,Male,1,5,Laboratory Technician,4.0,4.0,3.0,2,4
835,42,No,Human Resources,Technical Degree,Male,1,20,Manufacturing Director,4.0,4.0,1.0,3,3
836,40,No,Sales,Life Sciences,Female,1,8,Manufacturing Director,1.0,1.0,4.0,4,3
837,33,No,Research & Development,Medical,Female,1,15,Manufacturing Director,2.0,3.0,3.0,2,3
838,40,No,Sales,Life Sciences,Male,1,21,Manufacturing Director,3.0,4.0,3.0,3,3
839,24,No,Sales,Marketing,Male,1,1,Manufacturing Director,3.0,1.0,3.0,3,3
840,40,No,Research & Development,Medical,Male,1,2,Research Scientist,4.0,4.0,3.0,2,3
841,45,No,Research & Development,Medical,Female,1,10,Laboratory Technician,1.0,2.0,3.0,4,4
842,35,No,Research & Development,Life Sciences,Male,1,5,Healthcare Representative,2.0,3.0,3.0,4,3
843,32,No,Research & Development,Medical,Male,1,7,Sales Executive,4.0,2.0,3.0,4,4
844,36,No,Sales,Marketing,Female,1,3,Research Scientist,3.0,4.0,2.0,2,3
845,48,No,Research & Development,Medical,Male,1,8,Laboratory Technician,3.0,3.0,3.0,3,3
846,29,No,Research & Development,Life Sciences,Female,1,1,Healthcare Representative,0.0,3.0,2.0,4,3
847,33,No,Research & Development,Medical,Male,1,2,Healthcare Representative,1.0,1.0,1.0,2,4
848,30,Yes,Research & Development,Other,Male,1,10,Sales Executive,2.0,1.0,3.0,3,3
849,38,No,Sales,Marketing,Male,1,6,Manufacturing Director,3.0,3.0,3.0,3,3
850,35,No,Sales,Life Sciences,Male,1,3,Sales Executive,4.0,1.0,3.0,3,3
851,30,No,Research & Development,Technical Degree,Male,1,4,Research Director,3.0,2.0,3.0,3,3
852,35,Yes,Research & Development,Medical,Female,1,1,Research Scientist,1.0,1.0,3.0,1,3
853,53,Yes,Research & Development,Life Sciences,Male,1,33,Manager,3.0,4.0,3.0,3,4
854,38,Yes,Research & Development,Medical,Female,1,5,Sales Executive,3.0,2.0,3.0,2,3
855,32,No,Research & Development,Life Sciences,Female,1,6,Research Scientist,4.0,1.0,2.0,3,3
856,48,No,Research & Development,Life Sciences,Male,1,8,Sales Executive,3.0,1.0,2.0,3,3
857,34,No,Research & Development,Life Sciences,Male,1,1,Sales Executive,1.0,4.0,1.0,3,3
